energy,IPR
-38.303611,1.0
-38.303611,1.0
-38.303611,1.0
-38.303611,1.0
-38.303611,1.0
-38.260473,1.0
-38.260473,1.0
-38.260473,1.0
-38.260473,1.0
-38.260473,1.0
-38.235681,1.0
-38.235681,1.0
-38.235681,1.0
-38.235681,1.0
-38.235681,1.0
-38.224223,1.0
-38.224223,1.0
-38.224223,1.0
-38.224223,1.0
-38.224223,1.0
-38.204105,1.0
-38.204105,1.0
-38.204105,1.0
-38.204105,1.0
-38.204105,1.0
-38.133567,1.0
-38.133567,1.0
-38.133567,1.0
-38.133567,1.0
-38.133567,1.0
-38.124115,1.0
-38.124115,1.0
-38.124115,1.0
-38.124115,1.0
-38.124115,1.0
-38.098273,1.0
-38.098273,1.0
-38.098273,1.0
-38.098273,1.0
-38.098272,1.0
-18.301978,1.0
-18.301978,1.0
-18.301977,1.0
-18.301977,1.0
-18.301977,1.0
-18.286676,1.0
-18.286675,1.0
-18.286675,1.0
-18.286675,1.0
-18.286675,1.0
-18.280339,1.0
-18.280339,1.0
-18.280339,1.0
-18.280339,1.0
-18.280339,1.0
-18.276973,1.0
-18.276973,1.0
-18.276973,1.0
-18.276972,1.0
-18.276971,1.0
-18.266403,1.0
-18.266403,1.0
-18.266403,1.0
-18.266403,1.0
-18.266403,1.0
-18.244204,0.9477992118124616
-18.244204,0.9477992118124616
-18.244204,0.9477992118124616
-18.244204,0.9477992118124616
-18.244204,0.9477992118124616
-18.241452,0.9918118067577945
-18.241452,0.9918118067577945
-18.241452,0.9918118067577945
-18.241452,0.9918118067577945
-18.241452,0.9918118067577945
-18.238537,0.9479437212360289
-18.238537,0.9479437212360289
-18.238536,0.9479437212360289
-18.238536,0.9479437212360289
-18.238536,0.9479437212360289
-18.216082,0.9938588095408759
-18.216081,0.9938588095408759
-18.216081,0.9938588095408759
-18.216081,0.9938588095408759
-18.216081,0.9938588095408759
-18.206507,0.9979487201109757
-18.206507,0.9979487201109757
-18.206507,0.9979487201109757
-18.206507,0.9979487201109757
-18.206507,0.9979487201109757
-18.205541,0.9756134735558605
-18.205541,0.9756134735558605
-18.205541,0.9756134735558605
-18.205541,0.9756134735558605
-18.20554,0.9756134735558605
-18.196442,0.9422821827744904
-18.196442,0.9422821827744904
-18.196442,0.9422821827744904
-18.196441,0.9422821827744904
-18.196441,0.9422821827744904
-18.179735,0.9979466140785801
-18.179735,0.9979466140785801
-18.179735,0.9979466140785801
-18.179735,0.9979466140785801
-18.179734,0.9979466140785801
-18.164864,0.9736355387867066
-18.164864,0.9736355387867066
-18.164864,0.9736355387867066
-18.164864,0.9736355387867066
-18.164864,0.9736355387867066
-18.161351,0.8456538249065996
-18.16135,0.8456538249065996
-18.16135,0.8456538249065996
-18.16135,0.8456538249065996
-18.161349,0.8456538249065996
-18.14324,0.8916215862950048
-18.14324,0.8916215862950048
-18.14324,0.8916215862950048
-18.143239,0.8916215862950048
-18.143239,0.8916215862950048
-18.118746,1.0
-18.118746,1.0
-18.118746,1.0
-18.118746,1.0
-18.118746,1.0
-18.115216,0.9422247426940282
-18.115215,0.9422247426940282
-18.115215,0.9422247426940282
-18.115214,0.9422247426940282
-18.115214,0.9422247426940282
-18.099576,0.9918201788598004
-18.099576,0.9918201788598004
-18.099576,0.9918201788598004
-18.099575,0.9918201788598004
-18.099574,0.9918201788598004
-18.097919,0.9918201788598004
-18.097919,0.9918201788598004
-18.097918,0.9918201788598004
-18.097918,0.9918201788598004
-18.097918,0.9918201788598004
-18.097044,0.9460954003263494
-18.097044,0.9460954003263494
-18.097044,0.9460954003263494
-18.097043,0.9460954003263494
-18.097042,0.9460954003263494
-18.095,0.9756629239065814
-18.095,0.9756629239065814
-18.094999,0.9756629239065814
-18.094998,0.9756629239065814
-18.094998,0.9756629239065814
-18.086153,0.9716151773629775
-18.086153,0.9716151773629775
-18.086152,0.9716151773629775
-18.086151,0.9716151773629775
-18.086151,0.9716151773629775
-18.067967,0.9897773317760753
-18.067967,0.9897773317760753
-18.067967,0.9897773317760753
-18.067967,0.9897773317760753
-18.067965,0.9897773317760753
