energy,IPR
-42.91530655,1.0
-42.91530655,1.0
-42.91530655,1.0
-42.91530655,1.0
-42.91530655,1.0
-42.87216855,1.0
-42.87216855,1.0
-42.87216855,1.0
-42.87216855,1.0
-42.87216855,1.0
-42.84737655,1.0
-42.84737655,1.0
-42.84737655,1.0
-42.84737655,1.0
-42.84737655,1.0
-42.83591855,1.0
-42.83591855,1.0
-42.83591855,1.0
-42.83591855,1.0
-42.83591855,1.0
-42.81580055,1.0
-42.81580055,1.0
-42.81580055,1.0
-42.81580055,1.0
-42.81580055,1.0
-42.74526255,1.0
-42.74526255,1.0
-42.74526255,1.0
-42.74526255,1.0
-42.74526255,1.0
-42.735810550000004,1.0
-42.735810550000004,1.0
-42.735810550000004,1.0
-42.735810550000004,1.0
-42.735810550000004,1.0
-42.70996855,1.0
-42.70996855,1.0
-42.70996855,1.0
-42.70996855,1.0
-42.70996755,1.0
-22.91367355,1.0
-22.91367355,1.0
-22.91367255,1.0
-22.91367255,1.0
-22.91367255,1.0
-22.89837155,1.0
-22.89837055,1.0
-22.89837055,1.0
-22.89837055,1.0
-22.89837055,1.0
-22.89203455,1.0
-22.89203455,1.0
-22.89203455,1.0
-22.89203455,1.0
-22.89203455,1.0
-22.888668550000002,1.0
-22.888668550000002,1.0
-22.888668550000002,1.0
-22.88866755,1.0
-22.88866655,1.0
-22.87809855,1.0
-22.87809855,1.0
-22.87809855,1.0
-22.87809855,1.0
-22.87809855,1.0
-22.85589955,0.9477992118124616
-22.85589955,0.9477992118124616
-22.85589955,0.9477992118124616
-22.85589955,0.9477992118124616
-22.85589955,0.9477992118124616
-22.85314755,0.9918118067577945
-22.85314755,0.9918118067577945
-22.85314755,0.9918118067577945
-22.85314755,0.9918118067577945
-22.85314755,0.9918118067577945
-22.85023255,0.9479437212360289
-22.85023255,0.9479437212360289
-22.85023155,0.9479437212360289
-22.85023155,0.9479437212360289
-22.85023155,0.9479437212360289
-22.82777755,0.9938588095408759
-22.82777655,0.9938588095408759
-22.82777655,0.9938588095408759
-22.82777655,0.9938588095408759
-22.82777655,0.9938588095408759
-22.81820255,0.9979487201109757
-22.81820255,0.9979487201109757
-22.81820255,0.9979487201109757
